ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
4498|Baird Holm, LLP|August|09/10/2014|10/10/2014|750.00|REDUCED|0.00|10/31/2014||
4510|I-Five Concepts, LLC|September|10/10/2014|11/03/2014|600.00|REDUCED|0.00|11/25/2014||
4521|Grand Island Area Economic Development Corp|January|09/10/2014|12/01/2014|750.00|REDUCED|0.00|12/11/2014||
4528|Lydick Family Farms LLC|September|10/10/2014|11/21/2014|750.00|REDUCED|0.00|12/04/2014||
4536|Strategic Planning Partners|October|11/10/2014|11/20/2014|250.00|REDUCED|0.00|12/11/2014||
4538|TK Stables LLC|January|02/10/2014|12/05/2014|750.00|REDUCED|0.00|12/22/2014||
4543|Tyson Foods Inc.|October|11/10/2014|12/01/2014|525.00|RED/PAID|25.00|01/05/2015|01/02/2015|
4560|MCNA Health Care Holdings, LLC|October|11/10/2014|11/17/2014|175.00|PAID|||12/15/2014|
4570|Farnham & Simpson PC LLO|September|10/10/2014|12/09/2014|750.00|REDUCED|0.00|12/23/2014||
4573|Husch Blackwell LLP|January|03/10/2014|12/17/2014|725.00|PAID|0.00||01/26/2015|
4578|TK Stables LLC|September|10/10/2014|12/05/2014|750.00|RED/PAID|25.00|12/23/2014|12/22/2014|
4581|Fuller Real Estate of Chadron LLC|October|11/10/2014|12/29/2014|750.00|REDUCED|0.00|01/09/2015||
4583|Interlock Company|August|09/10/2014|01/02/2015|750.00|REDUCED|0.00|01/09/2015||
4588|Omaha Insurance Services|October|11/10/2014|12/18/2014|750.00|REDUCED|0.00|01/07/2015||
4601|Pfizer, Inc.|August|09/10/2014|09/12/2014|50.00|REDUCED|0.00|01/30/2015||
4604|Elevate|October|11/10/2014|02/02/2015|750.00|REDUCED|0.00|02/13/2015||
4611|Laborers International Union Local 1140|June|07/10/2014|01/12/2015|750.00|REDUCED|0.00|03/05/2015||
4633|Werner Enterprises, Inc|November|12/10/2014|02/18/2015|750.00|REDUCED|0.00|03/05/2015||
4655|Anderson Ford|February|03/10/2015|04/09/2015|750.00|REDUCED|0.00|05/04/2015||
4705|Good Life Fitness LLC|October|11/10/2014|05/26/2015|750.00|REDUCED|0.00|06/10/2015||
4344|Knowles Law Firm, LLP|March|04/10/2014|06/18/2014|750.00|REDUCED|0.00|07/02/2014||
4365|NECA-IBEW LMCC, Lincoln, Inc|January|05/12/2014|06/26/2201|750.00|REDUCED|0.00|07/09/2014||
4370|Wade Trim, Inc.|April|05/12/2011|06/27/2014|750.00|REDUCED|0.00|07/08/2014||
4383|Forney Properties LLC|March|04/10/2014|07/14/2014|750.00|REDUCED|0.00|07/30/2014||
4391|Slowiaczek Albers & Astley, PC LLO|April|05/12/2014|07/16/2014|750.00|REDUCED|0.00|07/30/2014||
4407|Evans Feed Company, Inc.|March|04/10/2014|07/24/2014|750.00|REDUCED|0.00|08/06/2014||
4411|Seaton Publishing Company, Inc.|March|04/10/2014|07/25/2014|750.00|REDUCED|0.00|08/06/2014||
4412|DICON Corporation|January|07/10/2014|07/28/2014|450.00|REDUCED|0.00|08/20/2014||
4419|Kucirek Engineering Inc|March|04/10/2014|07/28/2014|750.00|REDUCED|0.00|08/18/2014||
4423|Twin City Masonry - Hall, Inc|April|05/12/2014|07/29/2014|750.00|REDUCED|0.00|08/15/2014||
4441|Robert Miller Properties Inc.|March|04/10/2014|08/12/2014|750.00|REDUCED|0.00|08/22/2014||
4447|Visa, Inc.|May|06/10/2014|08/15/2014|750.00|REDUCED|0.00|08/22/2014||
4454|Community Insurance Group|June|07/10/2014|08/11/2014|759.00|RED/PAID|25.00|08/28/2014|08/27/2014|
4460|KPMG LLP|February|03/10/2014|09/09/2014|750.00|PAID||09/09/2014|09/09/2014|
4463|Pine Creek Enterprises LLC|April|05/12/2014|09/03/2014|750.00|PAID|||09/16/2014|
4467|WDD, Inc. dba Pella Products of Omaha|February|03/10/2014|08/18/2014|750.00|PAID|||09/30/2014|
4472|Western Union|December|01/10/2013|08/11/2014|750.00|RED/PAID|25.00|11/07/2014|11/07/2014|
4482|Tom Feller Cattle Company|January|09/10/2014|09/16/2014|150.00|REDUCED|0.00|10/01/2014||
4483|Blue Cross Blue Shield of NE|July|08/10/2014|10/09/2014|750.00|PAID|||11/05/2014|
4484|Blue Cross Blue Shield of NE|August|09/10/2014|10/09/2014|725.00|PAID|||11/05/2014|
4485|Bowman MFG, Inc.|February|03/10/2014|10/09/2014|750.00|REDUCED|0.00|10/24/2014||
4486|Burlington Capital Group|August|09/10/2014|10/01/2014|525.00|RED/PAID|25.00|10/27/2014|10/27/2014|
4488|Farnam Capital Advisors, LLC|June|07/10/2014|10/01/2014|750.00|PAID|||10/27/2014|
4494|Omaha Exposition & Racing dba Horsemens Park|August|09/10/2014|10/08/2014|700.00|PAID|||11/04/2014|
4495|Union Pacific Railroad|July|08/11/2014|10/07/2014|750.00|PAID|||12/30/2014|
4497|A+ Brokerage, Inc|September|10/10/2014|10/30/2014|500.00|REDUCED|0.00|11/25/2014||
4502|Freeway Muffler & Brakes of Lincoln|September|10/10/2014|10/30/2014|500.00|REDUCED|0.00|11/25/2014||
4503|Coney Island, Inc.|August|09/10/2014|10/30/2014|750.00|REDUCED|0.00|11/19/2014||
4509|Vetter Health Services|August|09/10/2014|11/07/2014|750.00|PAID|||12/01/2014|
4511|Backcountry Consulting, LLC|October|11/10/2014|11/21/2014|275.00|REDUCED|0.00|12/03/2014||
4524|Husch Blackwell LLP|July|08/11/2014|12/03/2014|750.00|PAID|||12/30/2014|
4525|Husch Blackwell LLP|January|11/10/2014|12/03/2014|575.00|PAID|||12/31/2014|
4537|Summy Foot & Ankle Specialists PC|January|02/10/2014|12/01/2014|750.00|REDUCED|0.00|12/11/2014||
4546|ZTA Inc.|October|11/10/2014|11/26/2014|400.00|REDUCED|-.00|12/05/2014||
4548|Aaron Davis Presentations|May|06/10/2014|12/10/2014|750.00|REDUCED|0.00|12/23/2014||
4571|Heafey, Heafey, Hoffman, Dworak Cutler, Inc.|September|10/10/2014|12/19/2014|750.00|RED/PAID|25.00|01/12/2015|01/12/2015|
4574|Kucirek Engineering, Inc.|August|09/10/2014|12/18/2014|750.00|RED/PAID|25.00|03/04/2015|03/04/2015|
4590|Research Nebraska Inc.|May|06/10/2014|11/21/2014|750.00|REDUCED|0.00|01/07/2015||
4596|Harris Kuhn Law Office LLP|August|09/10/2014|01/06/2015|750.00|REDUCED|0.00|01/21/2015||
4626|Mutual of Omaha|October|11/10/2014|03/09/2015|750.00|PAID|||03/09/2015|
4599|Papillion Professional Firefighters #3767|September|10/10/2014|01/05/2015|750.00|REDUCED|0.00|01/29/2015||
4602|Dyer Law Office, PC, LLO|September|10/10/2014|01/15/2015|750.00|REDUCED|0.00|01/29/2015||
4616|Ayars & Ayars, Inc.|April|05/12/2014|02/12/2015|750.00|REDUCED|0.00|02/20/2015||
4622|Guardian Tax Partners LLC|July|08/11/2014|02/20/2015|750.00|REDUCED|0.00|03/05/2015||
4627|NE Council of School Administrators|December|01/12/2015|02/20/2015|750.00|REDUCED|0.00|03/05/2015||
4631|Wazee LLC|October|11/10/2014|02/18/2014|750.00|REDUCED|0.00|03/05/2015||
4635|Better Business Equipment Company|July|08/11/2014|03/13/2015|750.00|RED/PAID|25.00|05/15/2015|05/15/2015|
4638|DC West PTSA|January|08/11/2014|03/03/2015|750.00|REDUCED|0.00|04/07/2015|04/07/2015|
4642|Huntel Inc dba American Broadband NE Inc.|January|02/10/2014|02/18/2015|750.00|REDUCED|0.00|03/16/2015||
4658|Calabretto Building Group, Inc.|March|04/10/2015|04/22/2015|300.00|REDUCED|0.00|05/04/2015||
4659|Celebrate Life, Inc.|August|09/10/2014|03/20/2015|750.00|RED/PAID|25.00|04/27/2015|04/27/2015|
4667|KVI Associates, Inc.|November|12/10/2014|04/23/2015|750.00|REDUCED|0.00|05/04/2015||
4694|Premier Plastics Inc.|July|08/11/2014|05/15/2015|750.00|RED/PAID|25.00|06/01/2015|06/01/2015|
4377|Ag Processing Inc.|January|02/10/2014|07/15/2014|750.00|REDUCED|0.00|10/21/2014||
4392|Steenblock Erectors, Inc.|April|05/12/2014|07/08/2021|750.00|REDUCED|0.00|08/06/2014||
4550|Credt Bureau Services|September|10/10/2014|12/10/2014|750.00|REDUCED|0.00|12/23/2014||
4397|Diers Ford|April|05/12/2014|07/23/2014|750.00|REDUCED|0.00|08/05/2014||
4408|Five Points Bank of Hastings|March|04/10/2014|07/24/2014|750.00|REDUCED|0.00|08/06/2014||
4489|Farnam Capital Advisors, LLC|August|09/10/2014|10/01/2014|525.00|PAID|||10/27/2014|
4437|NU Skin Enterprises|January|03/10/2014|07/31/2014|750.00|RED/PAID|25.00|09/24/2014|09/23/2014|
4439|Project One Integrated Services LLC|July|08/12/2013|08/11/2014|750.00|RED/PAID|25.00|09/08/2014|09/08/2014|
4445|State Bank of Table Rock|May|06/10/2014|08/12/2014|750.00|REDUCED|0.00|08/26/2014||
4449|Windlab Developments USA Ltd|April|05/10/2014|07/31/2014|750.00|REDUCED|0.00|08/18/2014||
4456|Evergreen Dental Group|March|04/10/2014|08/15/2014|750.00|REDUCED|0.00|09/08/2014||
4466|Studio 951|April|05/12/2014|08/18/2014|750.00|REDUCED|0.00|08/29/2014||
4468|WDD, Inc. dba Pella Products of Omaha|January|04/10/2014|08/18/2014|750.00|PAID|||09/30/2014|
4475|Yahoo! Inc.|July|08/11/2014|08/12/2014|25.00|PAID|||08/28/2014|
4531|Norfolk Library Foundation|January|10/10/2014|11/10/2014|750.00|PAID|0.00|12/05/2014|12/05/2014|
4496|West Corporation|May|06/10/2014|08/18/2014|750.00|REDUCED|0.00|10/15/2014||
4513|Cannon Moss Brygger & Associates|August|09/10/2014|11/20/2014|750.00|RED/PAID|25.00|12/11/2014|12/09/2014|
4534|Research Nebraska, Inc.|October|11/10/2014|11/14/2014|100.00|PAID|||12/09/2014|
4549|Cash American International|October|11/10/2014|12/09/2014|725.00|REDUCED|0.00|12/23/2014||
4579|Aaron Davis Presentations|May|06/10/2014|12/10/2014|750.00|REDUCED|0.00|01/07/2015||
4586|NE Horsemen's Benevolent & Protective Assn.|January|09/10/2014|01/08/2015|750.00|PAID|||01/08/2015|
4587|Oak Creek Plants & Flowers Inc.|July|08/11/2014|12/30/2014|750.00|REDUCED|0.00|01/09/2015||
4595|Crawford Law Offices|May|06/10/2014|12/30/2014|750.00|REDUCED|0.00|01/09/2015||
4605|Fremont Motor Scottsbluff LLC|October|11/10/2014|01/15/2015|750.00|REDUCED|0.00|01/28/2015||
4621|First Insight Eyecare|August|09/10/2014|02/25/2015|750.00|REDUCED|0.00|03/13/2015||
4683|Adams Industries Inc.|January|02/10/2015|04/27/2015|750.00|REDUCED|0.00|05/07/2015||
4666|Kaufman Commercial Properties, LLC|October|11/10/2014|04/02/2015|750.00|REDUCED|0.00|05/04/2015||
4682|Waitt Outdoor|June|07/10/2014|03/18/2015|750.00|RED/PAID|25.00|04/22/2015|04/22/2015|
4339|Bromm & Associates, LLC|January|05/12/2014|06/19/2014|750.00|RED/PAID|25.00|07/08/2014|07/08/2014|
4341|Chicken Coop for GI, Inc.|March|04/10/2014|06/19/2014|750.00|REDUCED|0.00|07/02/2014||
4349|Shadow Ridge Country Club|April|05/12/2014|06/16/2014|750.00|REDUCED|0.00|07/02/2014||
4354|Bosselman Holdings, Inc.|April|05/12/2014|06/16/2014|750.00|RED/PAID|25.00|07/14/2014|07/14/2014|
4356|CH2M Hill Engineers, Inc.|April|05/12/2014|06/18/2014|750.00|REDUCED|0.00|07/08/2014||
4364|National Beer Wholesalers Association|April|05/12/2014|06/20/2014|750.00|PAID|||08/11/2014|
4378|Ag Processing, Inc.|February|03/10/2014|07/15/2014|750.00|RED/PAID|25.00|10/21/2014|10/21/2014|
4379|Ag Processing, Inc.|May|06/10/2014|07/15/2014|750.00|PAID|||10/21/2014|
4381|Baylor Evnen Curtiss Grimit & Witt|May|06/10/2014|07/07/2014|675.00|REDUCED|0.00|07/30/2014||
4387|NECA IBEW LMCC Corporation|April|05/12/2014|06/26/2014|750.00|REDUCED|0.00|07/30/2014||
4399|Myers Construction, Inc.|March|04/10/2014|07/22/2014|750.00|REDUCED|0.00|08/05/2014||
4405|Cannon Moss Brygger & Associates|March|04/10/2014|07/24/2014|750.00|REDUCED|0.00|08/06/2014||
4415|Hastings Corporation|February|03/10/2014|07/30/2014|750.00|REDUCED|0.00|08/15/2014||
4431|Enigma LLC|March|04/10/2014|08/04/2014|750.00|REDUCED|0.00|08/26/2014||
4446|Verdigre Land & Wind Partners, LLC|April|05/12/2014|07/31/2014|750.00|REDUCED|0.00|08/18/2014||
4461|Leadership for Educational Equity|June|07/10/2014|07/30/2014|500.00|PAID|||09/29/2014|
4462|Olson Farms, Inc.|April|05/12/2014|08/26/2014|750.00|REDUCED|0.00|09/05/2014||
4473|Western Union|June|07/10/2013|08/11/2014|750.00|PAID|||11/07/2014|
4504|Heart City Plumbing & Heating Inc.|September|10/10/2014|11/06/2014|675.00|REDUCED|0.00|11/19/2014||
4512|Baker & Associates, Inc.|September|10/10/2014|11/24/2014|750.00|REDUCED|0.00|12/05/2014||
4514|Chief Industries, Inc.|August|09/10/2014|11/19/2014|750.00|REDUCED|0.00|12/03/2014||
4526|Invenergy LLC|October|11/10/2014|11/12/2014|50.00|REDUCED|0.00|12/01/2014||
4542|Tri-Cities Group, Inc.|August|09/10/2014|11/18/2014|750.00|REDUCED|0.00|12/04/2014||
4545|West Point Implement & Design|August|09/10/2014|11/10/2014|750.00|REDUCED|0.00|12/01/2014||
4547|5 Star Pawn LLC|September|10/10/2014|11/26/2014|750.00|REDUCED|0.00|12/05/2014||
4552|Custom Countertop, Inc.|August|09/10/2013|12/11/2014|750.00|REDUCED|0.00|12/23/2014||
4555|Insurance Associates Inc.|November|12/10/2014|12/12/2014|50.00|REDUCED|0.00|01/07/2015||
4557|Leadership for Educational Equity|November|12/10/2014|12/11/2014|25.00|PAID|||01/20/2015|
4558|Lund Company Investment Inc.|July|08/11/2014|12/08/2014|750.00|PAID|||01/02/2015|
4562|NE Gas Turbine Inc.|October|11/10/2014|12/08/2014|700.00|RED/PAID|25.00|01/02/2015|01/05/2015|
4564|Westel Systems dba Hooper Telephone|September|10/10/2014|12/10/2014|750.00|REDUCED|0.00|12/23/2014||
4565|Whitetail Farms LLC|September|10/10/2014|12/08/2014|750.00|REDUCED|0.00|12/23/2014||
4572|Hemingford Cooperative Telephone Co|August|09/10/2014|12/17/2014|750.00|REDUCED|0.00|01/05/2015||
4580|Fuller Construction Co., Inc.|October|11/10/2014|12/29/2014|750.00|REDUCED|0.00|01/07/2015||
4582|Heartland Strategy Group, LLC|September|10/10/2014|12/30/2014|750.00|REDUCED|0.00|01/09/2015||
4584|Invenergy LLC|August|09/10/2014|12/29/2014|750.00|REDUCED|0.00|01/09/2015||
4585|Krug Inc|July|08/11/2014|12/17/2014|750.00|REDUCED|0.00|01/07/2015||
4589|Realty Trust Group Inc|May|06/10/2014|12/16/2014|750.00|REDUCED|0.00|01/07/2015||
4625|Motorola Solutions Inc.|October|11/10/2014|02/19/2015|750.00|REDUCED|0.00|03/05/2015||
4610|Johnson & Johnson|August|09/10/2014|01/30/2015|750.00|REDUCED|0.00|02/06/2015||
4613|Lund Company Investments, Inc.|December|01/12/2015|02/05/2015|600.00|PAID|||03/05/2015|
4617|Bromm & Associates, LLC|October|11/10/2014|02/13/2014|750.00|PAID|||03/06/2015|
4618|White Lotus Construction, LLC|March|04/10/2014|02/09/2015|750.00|REDUCED|0.00|03/19/2015||
4637|ConAgra Foods, Inc.|July|08/11/2014|03/12/2015|750.00|PAID|||03/12/2015|
4639|DC West PTSA|October|11/10/2014|03/03/2015|750.00|RED/PAID|25.00|04/07/2015|04/07/2015|
4641|Dodge County FOP Lodge #17|July|08/11/2014|03/05/2015|750.00|REDUCED|0.00|03/25/2015||
4664|Health Care Information Systems|May|06/10/2013|04/02/2015|750.00|RED/PAID|25.00|05/08/2015|05/08/2015|
4693|Lincoln Storage, LLC|January|05/11/2015|05/14/2015|75.00|RED/PAID|25.00|06/15/2015|06/15/2015|
4712|Trinitas Development LLC|January|05/11/2015|06/05/2015|625.00|REDUCED|0.00|06/18/2015||
4347|S2 Roll-Offs|April|05/12/2014|06/20/2014|750.00|REDUCED|0.00|07/02/2014||
4357|Dowd Howard & Corrigan, LLC|January|02/10/2014|06/24/2014|750.00|REDUCED|0.00|08/08/2014||
4358|Hofeling Enterprises, Inc.|May|06/10/2014|06/23/2014|325.00|REDUCED|0.00|07/14/2014||
4362|Legalzoom.com, Inc.|January|08/12/2013|06/23/2014|750.00|RED/PAID|25.00|07/21/2014|07/18/2014|
4368|TC Loan Service, LLC - Think Finance|April|05/12/2014|06/23/2014|750.00|REDUCED|0.00|07/08/2014||
4369|Vishay Dale Electronics, Inc.|April|05/12/2014|06/25/2014|750.00|REDUCED|0.00|07/08/2014||
4374|Monsanto Company - IA|January|08/12/2013|03/17/2014|750.00|RED/PAID|25.00|07/23/2014|07/23/2014|
4375|Monsanto Company - IA|January|09/10/2013|07/01/2014|750.00|PAID|||07/23/2014|
4389|Polished Properties, LLC|May|06/10/2014|07/18/2014|750.00|RED/PAID|25.00|05/01/2015|05/01/2015|
4532|National Association of Realtors Fund|January|11/10/2014|11/17/2014|175.00|PAID|||04/21/2015|
4406|Crouch Recreational Design Inc.|April|05/12/2014|07/24/2014|750.00|REDUCED|0.00|08/06/2014||
4413|Farmers & Merchants Investment Inc.|May|06/10/2014|07/31/2014|750.00|PAID|||08/28/2014|
4416|Hastings Economic Development Corporation|March|04/10/2014|07/28/2014|750.00|REDUCED|0.00|08/18/2014||
4417|Heartland Bank|May|06/10/2014|07/28/2014|750.00|REDUCED|0.00|08/18/2014||
4432|Fraternal Order of Police Lodge #36|March|04/10/2014|07/29/2014|750.00|REDUCED|0.00|08/29/2014||
4433|Fraternal Order of Police Lodge #36|May|06/10/2014|07/29/2014|750.00|RED/PAID|25.00|08/29/2014|08/29/2014|
4452|Bank of Bennington|January|02/10/2014|08/21/2014|750.00|REDUCED|0.00|08/29/2014||
4470|West Corporation|January|06/10/2014|08/18/2014|750.00|REDUCED|0.00|10/15/2014||
4474|Western Union|April|05/12/2014|08/11/2014|750.00|PAID|||11/07/2014|
4499|Check Into Cash|July|08/11/2014|10/24/2014|750.00|REDUCED|0.00|11/03/2014|11/03/2014|
4481|Nextera Energy Resource LLC|January|08/11/2014|09/09/2014|725.00|RED/PAID|25.00|10/15/2014|10/15/2014|
4517|Engineering Technologies Inc|August|09/10/2014|11/17/2014|750.00|REDUCED|0.00|12/03/2014||
4523|Green Plains Inc|October|11/10/2014|11/13/2014|75.00|PAID|||12/08/2014|
4577|Pierce Telephone Company, Inc.|September|10/10/2014|12/19/2014|750.00|REDUCED|0.00|01/05/2015||
4591|SLK, Inc.|July|08/11/2014|12/17/2014|750.00|REDUCED|0.00|01/07/2015||
4608|Jeffrey F. Putnam PC, LLO|August|09/10/2014|01/07/2015|750.00|REDUCED|0.00|02/05/2015||
4630|Ready Tech-Go DBA RTG Medical|September|10/10/2014|02/26/2015|750.00|PAID|||03/23/2015|
4644|Mega Corporation|July|08/11/2014|03/09/2015|750.00|REDUCED|0.00|03/27/2015||
4706|Home Builders Association of Lincoln|April|05/11/2015|05/14/2015|75.00|REDUCED|0.00|06/02/2015||
4648|NGC Consulting LLC|October|11/10/2014|03/12/2015|750.00|REDUCED|0.00|03/27/2015||
4649|No Do Zesto LLC|October|11/10/2014|02/24/2015|750.00|REDUCED|0.00|03/16/2015||
4650|Olson Farms, Inc.|October|11/10/2014|03/04/2015|750.00|RED/PAID|25.00|04/02/0215|04/02/2015|
4651|Parking Management & Consultants, Inc.|January|02/10/2015|03/04/2015|550.00|RED/PAID|25.00|04/15/2015|04/15/2015|
4652|Telecare Corporation|December|01/12/2015|02/24/2015|750.00|RED/PAID|25.00|04/01/2015|03/31/2015|
4656|Associated Wholesale Grocers, Inc.|October|11/10/2014|04/08/2015|750.00|REDUCED|0.00|05/04/2015||
4366|Novartis|April|05/12/2014|06/26/2014|750.00|REDUCED|0.00|07/08/2014||
4386|Holland Basham Architects|June|07/10/2014|07/23/2014|325.00|REDUCED|0.00|08/13/2014||
4410|SJM, LLC|April|05/12/2014|07/24/2014|750.00|REDUCED|0.00|08/06/2014||
4414|GP Property Management LLC|May|06/10/2014|07/28/2014|750.00|REDUCED|0.00|08/18/2014||
4426|ANR Pipeline Company|May|06/10/2014|07/29/2014|750.00|REDUCED|0.00|08/18/2014||
4440|Project One Integrated Services LLC|March|04/10/2014|08/11/2014|750.00|REDUCED|0.00|09/08/2014||
4443|Sattler & Bogen LLP|March|04/10/2014|08/15/2014|750.00|REDUCED|0.00|08/22/2014||
4450|Art Henry & Sons, Inc.|April|05/12/2014|08/25/2014|750.00|REDUCED|0.00|09/24/2014||
4451|Auto Quality Sales & Service|May|06/10/2014|09/02/2014|750.00|REDUCED|0.00|09/12/2014||
4479|D.A. Davidson & Company|August|09/10/2014|09/16/2014|150.00|PAID|||10/08/2014|
4480|J.C. Welch Opthalmology|February|03/10/2014|09/09/2014|750.00|REDUCED|0.00|09/24/2014||
4493|NE Colorado Cellular, Inc. dba Viaero Wireless|August|09/10/2014|09/29/2014|475.00|REDUCED|0.00|10/29/2014||
4500|DLR Group, Inc.|January|10/10/2014|10/24/2014|350.00|PAID|||12/10/2014|
4501|Douglas County West Education Association|July|08/11/2014|09/25/2014|750.00|REDUCED|0.00|10/31/2014||
4508|Teamsters Joint Council No. 544/81 Drive|September|10/10/2014|11/06/2014|675.00|RED/PAID|25.00|12/01/2014|12/01/2014|
4515|Credit Management|September|10/10/2014|12/05/2014|750.00|REDUCED|0.00|12/11/2014||
4516|Cutthroat Printing Consulting, LLC|September|10/10/2014|11/10/2014|750.00|REDUCED|0.00|12/01/2014||
4518|First National Capital Markets|September|10/10/2014|11/25/2014|750.00|REDUCED|0.00|12/05/2014||
4520|Grand Island Area Chamber of Commerce|September|10/10/2014|11/21/2014|750.00|REDUCED|0.00|12/04/2014||
4522|Grand Island Council of School Administrators|August|09/10/2014|11/25/2014|750.00|REDUCED|0.00|12/05/2014||
4529|Mid-States School Equipment Co., Inc.|August|09/10/2014|11/19/2014|750.00|REDUCED|0.00|12/03/2014||
4535|Security Termite Inspections Inc.|April|05/12/2014|12/03/2014|750.00|REDUCED|0.00|12/11/2014||
4553|Falcone Builders & Developers|October|11/10/2014|12/08/2014|700.00|REDUCED|0.00|12/24/2014||
4559|Mark C. Brown Attorney at Law|May|06/10/2014|12/09/2014|750.00|REDUCED|0.00|12/23/2014||
4569|Dudden Elevator, Inc.|August|09/10/2014|12/15/2014|750.00|REDUCED|0.00|01/05/2015||
4575|Midwest Steel Works, Inc.|November|12/10/2014|12/16/2014|150.00|REDUCED|0.00|01/05/2015||
4592|Smithfield Foods Inc.|October|11/10/2014|12/18/2014|750.00|REDUCED|0.00|01/07/2015||
4593|Westin Inc|June|07/10/2014|12/24/2014|750.00|REDUCED|0.00|01/07/2015||
4606|The Holland Children's Movement|December|01/12/2015|01/15/2015|75.00|PAID|||02/02/2015|
4607|Ideal Linen|October|11/10/2014|01/20/2015|750.00|REDUCED|0.00|01/29/2015||
4612|Laborers International Union Local 1140|October|11/10/2014|01/12/2015|750.00|RED/PAID|25.00|03/05/2015|03/05/2015|
4620|Charles Sargent Irrigation, Inc.|October|11/10/2014|02/18/2015|750.00|REDUCED|0.00|03/05/2015||
4629|Points West Community Bank|December|01/12/2015|02/20/2015|750.00|REDUCED|0.00|03/05/2015||
4640|Deffenbaugh Industries|July|08/11/2014|03/30/2015|750.00|PAID||03/30/2015|03/30/2015|
4654|Aksamit Resource Management, LLC|September|10/10/2014|04/02/2015|750.00|RED/PAID|25.00|05/18/2015|05/18/2015|
4665|Johnson Cashway Lumber Company|May|06/10/2014|04/03/2015|750.00|REDUCED|0.00|05/04/2015||
4668|Laminated Wood Systems, Inc.|August|09/10/2014|04/07/2015|750.00|REDUCED|0.00|05/04/2015||
4707|Jun Kaneko Studio LLC|January|05/11/2015|06/01/2015|525.00|REDUCED|0.00|06/22/2015||
4671|Michael Wegener Implement, Inc.|January|02/10/2014|04/06/2015|750.00|REDUCED|0.00|05/04/2015||
4676|ServiceOne, Inc.|June|07/10/2014|03/16/2015|750.00|REDUCED|0.00|04/10/2015||
4708|National Beer Wholesalers Association|April|05/12/2014|06/20/2014|1250.00|PAID|||07/13/2015|
4711|NE Book Company/NEEBO|March|04/10/2015|05/26/2015|750.00|REDUCED|0.00|06/10/2015||
4685|Edge Administrators Inc.|March|04/10/2015|04/29/2015|475.00|REDUCED|0.00|05/07/2015||
