Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|02/02/2015|01/28/2015|-138.66|A|PER INSTRUCTIONS RECEIVED BY NADC THIS ADJUSTMENT IS DUE TO AMOUNT REMAINING, COULD NOT BE RECONCILED. CAMPAIGN ACCOUNT IS CLOSED AND AN A2 TO CLOSE COMMITTEE WILL BE FILED.  AMOUNT 138.66 IS .0003 PERCENT OF TOTAL AMOUNT RAISED WHICH WAS ABOUT 480,000.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|06/28/2013|143.7|A|THIS WAS A REFUND CHECK FROM COX COMMUNICATIONS IN OMAHA NE FOR OVERPAYMENT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|06/13/2013|40.5|A|THIS WAS A REFUND CHECK FROM OPPD -OMAHA PUBLIC POWER DISTRICT- IN OMAHA, NE FOR OVERPAYMENT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|05/09/2013|76.29|A|THIS WAS A REFUND CHECK FROM THE METROPOLITAN UTILITIES DISTRICT IN OMAHA NE FOR OVERPAYMENT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|05/08/2013|-129.4|A|BANK FEES IN THE AMOUNTS OF 15.00, 9.50, 16.65, 26.25, 15.00, 46.25 AND  .75 WERE DEDUCTED FROM THE BANK ACCOUNT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|05/08/2013|-646|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD. THE DATE FOR THIS TRANSACTION WAS INCORRECT AND THEREFORE NOT INCLUDED IN A PREVIOUS REPORT. THIS PAYMENT WAS MADE TO THE IRS.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|05/08/2013|-184|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD.  THE DATE FOR THIS TRANSACTION WAS INCORRECT AND THEREFORE NOT INCLUDED IN A PREVIOUS REPORT. THIS PAYMENT WAS MADE TO USPS FOR POSTAGE.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|05/08/2013|-77|A|PER INSTRUCTIONS FROM THE NADC THIS CHECK WAS WRITTEN FOR TO A CLUB FOR A MONTHLY LUNCHEON.  IT WAS INCORRECTLY CATEGORIZED.  IT HAS NOW BEEN PROPERLY ACCOUNTED FOR.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|01/31/2014|05/08/2013|-66.24|A|AN ADJUSTMENT WAS MADE TO ACCOUNT FOR A CLERICAL ERROR.  A BILL FROM COX COMMUNICATIONS WAS ENTERED AS 132.45 BUT WAS ACTUALLY 198.69.  THE DIFFERENCE IS ACCOUNTED HERE.
JEAN STOTHERT FOR OMAHA|12CAC01691|01/24/2019|09/23/2018|250|O|REIMBURSEMENT OF ENTRY FEE FOR FIESTAS PARTIES OMAHA PARADE
JEAN STOTHERT FOR OMAHA|12CAC01691|01/24/2019|08/03/2017|2730.8|O|REIMBURSEMENT OF TV AND RADIO MEDIA BUYS
JEAN STOTHERT FOR OMAHA|12CAC01691|01/24/2019|07/03/2017|50|O|REIMBURSEMENT OF ENTRY FEE FOR CANCELLED PARADE
JEAN STOTHERT FOR OMAHA|12CAC01691|06/19/2017|06/13/2017|2422.4|O|WE JUST DISCOVERED THAT A MEDIA BUY REFUND FOR ADS NOT PLACED IN 2013 HAD BEEN OVERLOOKED.  THE DATE OF THE REFUND SHOULD BE 9/21/2013.  PLEASE ADVISE IF WE NEED TO REPORT DIFFERENTLY AND HOW TO ADJUST THE CASH BALANCE ON THE CURRENT REPORT. 
WESTSIDE CARES BALLOT COMMITTEE (DISSOLVED)|12BQC00321|01/07/2013|11/30/2012|.19|A|bank fees for checking account
ED TRUEMPER FOR CITY COUNCIL|12CAC01699|01/31/2013|08/30/2012|250|O|RETURN OF DEPOSIT FOR PARK RENTAL FROM CITY OF OMAHA FOR BENSON PARK PAVILION RENTAL ON 8/16/12
LINCOLN LIAISON COMMITTEE (2012 ELECTION)|12BQC00323|10/26/2012|10/08/2012|100|O|NADC A-1 Filing Fee 
LINCOLN LIAISON COMMITTEE (2012 ELECTION)|12BQC00323|10/26/2012|10/08/2012|53|O|Rock Bottom Brewery Gift Card
STAY EQUAL OMAHA (DISSOLVED 2013)|12BQC00327|04/24/2013|04/17/2013|41529.16|A|Dissolution transfer balance to PAC
NRDVOTE.COM 2012 ELECTION|12CAC01730|03/14/2014|03/24/2013|50|A|Late Filing Fee
NRDVOTE.COM 2012 ELECTION|12CAC01730|03/14/2014|03/14/2014|855.94|A|Donattion to Teamates
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|01/25/2018|12/31/2017|1000|O|THE COMMITTEE WILL NOT PURSUE THE UNPAID PLEDGE MADE BY ROBERT SCOTT ON 1/26/17.
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|01/31/2017|02/18/2016|-5.8|A|paypal expense to process contr.
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|01/31/2017|02/18/2016|250|A|paypal contrib. 8/13 deposited 2/2016
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|01/27/2014|08/05/2013|-250|A|Paypal indiv.contrib. deposited Jan.2016
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|01/27/2016|10/13/2015|25.54|A|refund website hosting
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|01/27/2016|12/31/2015|.11|A|reconcile cash balance
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|04/30/2013|03/26/2013|200|A|Recorded Check Twice, Incorrect Spelling
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|06/18/2013|04/23/2013|21.9|A|recorded expense trwice on 3-8
LEIRION FOR LINCOLN (NOW MAYOR) - DISSOLVED|12CAC01752|06/18/2013|04/23/2013|46|A|recorded expense twice on 4-17
COMMITTEE TO ELECT ROY CHRISTENSEN|13CAC01761|01/16/2019|02/01/2018|903|O|Reimburse disallowed expense
WHITEHEAD FOR CITY COUNCIL (DISSOLVED)|13CAC01762|12/10/2013|10/29/2013|30.69|A|could not find 30.69 expenditure
BOSWELL FOR SCHOOL BOARD|13CAC01765|03/06/2017|01/17/2017|100|O|BANK ERROR-CORRECTED DUPLICATE DEPOSIT       
DODSON FOR CITY COUNCIL|13CAC01776|04/18/2013|03/25/2013|-103.87|A|bank account closed
JILL BROWN FOR OPS|13CAC01785|10/18/2013|10/18/2013|1392.58|A|deposits not report in summary of receip
CHUCK HASSEBROOK FOR GOVERNOR|13CAC01804|01/31/2017|01/01/2016|7260.42|A|subsequently file amended 2014 report
CHUCK HASSEBROOK FOR GOVERNOR|13CAC01804|02/01/2016|12/31/2015|10349.11|A|void checks and misc.refunds in 2014
LATHROP FOR NEBRASKA (DISSOLVED)|13CAC01806|02/02/2015|12/31/2014|-54.13|A|balance to 12-31-14 bank balance
PETE RICKETTS FOR GOVERNOR|13CAC01828|10/09/2018|08/07/2018|2339.19|A|Payroll Adjustment
PETE RICKETTS FOR GOVERNOR|13CAC01828|10/09/2018|10/02/2018|1670.6|A|Payroll Adjustment
PETE RICKETTS FOR GOVERNOR|13CAC01828|01/15/2019|12/19/2018|40.17|O|IRS - Tax Overpayment Refund
PETE RICKETTS FOR GOVERNOR|13CAC01828|01/15/2019|12/05/2018|337.25|O|Southwest Publishing - Postage Refund
PETE RICKETTS FOR GOVERNOR|13CAC01828|01/15/2019|12/03/2018|211.06|O|CAN Insurance - Refund
ROB SCHAFER FOR BOARD OF REGENTS|13CAC01833|02/03/2016|01/01/2015|2000|A|data plus, voided , became inkind contri
MCCOLLISTER FOR LEGISLATURE|13CAC01840|01/13/2015|10/22/2014|-4220.62|A|Made up of Prior period adjustments...
MCCOLLISTER FOR LEGISLATURE|13CAC01840|10/07/2014|09/10/2014|3365|A|REFUND FROM OMAHA SIGN & PRINT ON FUNDS NOT USED 
MCCOLLISTER FOR LEGISLATURE|13CAC01840|01/31/2014|12/03/2013|1284.1|O|REFUND FROM PETERSON PRINTING DUE TO OVERPAYMENT. 
MCCOLLISTER FOR LEGISLATURE|13CAC01840|01/31/2014|10/07/2013|25|O|OVERPAYMENT THAT WAS REFUNDED TO THE CAMPAIGN 
BRYAN SLONE FOR GOVERNOR (DISSOLVED)|13CAC01847|10/15/2014|08/25/2014|178.48|A|Reim. Deposit from Cox Communications
BRYAN SLONE FOR GOVERNOR (DISSOLVED)|13CAC01847|06/24/2014|05/10/2014|11125|A|Refund from Competitive Edge Research
COMMITTEE TO ELECT TOMMY GARRETT|14CAC01865|01/20/2015|12/15/2014|2686.88|A|Overpayment by victory enterprises
FRIENDS OF CHARLIE JANSSEN - STATE AUDITOR|14CAC01873|06/20/2018|06/07/2018|678.19|O|SATE OF NEBRASKA UNCLAIMED PROPERTY RECOVERY 
NEWMAN FOR COUNTY BOARD (DISSOLVED)|14CAC01963|12/23/2014|12/09/2014|156.1|A|closing acct-check LancasterCo Dem party
VOTE YES FOR THE LIBRARY (DISSOLVED)|14BQC00393|10/24/2014|10/08/2014|5000|O|Pledge payment -Norfolk Library Foundati
VOTE YES FOR THE LIBRARY (DISSOLVED)|14BQC00393|10/24/2014|10/20/2014|8000|O|Pledge payment -Norfolk Library Foundati
STINNER FOR LEGISLATURE|14CAC01858|01/30/2018|04/26/2017|1267.87|A|reimbursed committee for overpayment
STEVEN TWOHIG FOR SAUNDERS COUNTY ATTORNEY|14CAC01938|05/21/2018|05/21/2018|-522.27|A|Partial refund of contribs from S.Twohig
IAN M SWANSON FOR LEGISLATURE|15CAC02081|03/13/2018|12/31/2016|125.12|A|BALANCE TO DEC 31, 2016 BANK STATEMENT
IAN M SWANSON FOR LEGISLATURE|15CAC02081|10/12/2016|10/04/2016|-125.12|A|THIS AMOUNT IS THE TOTAL FEES THAT WERE TAKEN OUT FOR CREDIT CARD CONTRIBUTIONS DURING THIS REPORTING PERIOD 
NEBRASKANS FOR PUBLIC SAFETY|15BQC00420|11/02/2016|10/05/2016|16|A|Refund of Bank Fees
FRIESEN FOR LEGISLATURE|13CAC01843|01/31/2017|11/23/2016|380.14|A|reimburse acct for expenses 
SMOYER FOR NEBRASKA (LEGISLATURE 2014 AND LATER)|14CAC01871|01/13/2015|11/19/2014|384.88|A|refund of previous overpayment
GREEN FOR PUBLIC SERVICE COMMISSION|14CAC01893|03/28/2016|12/01/2014|1.31|O|interest
GREEN FOR PUBLIC SERVICE COMMISSION|14CAC01893|05/02/2014|04/09/2014|.75|O|interest
GREEN FOR PUBLIC SERVICE COMMISSION|14CAC01893|04/14/2014|03/04/2014|2.54|O|interest
GREEN FOR PUBLIC SERVICE COMMISSION|14CAC01893|04/14/2014|03/03/2014|10432.96|O|balance in green for oppd transferred 
MELIA FOR PUBLIC DEFENDER (DISSOLVED)|14CAC01895|04/11/2014|02/18/2014|3.2|A|paypal.com fee
MELIA FOR PUBLIC DEFENDER (DISSOLVED)|14CAC01895|12/18/2014|12/02/2014|5.67|O|Return Unused Campaign Donations
MELIA FOR PUBLIC DEFENDER (DISSOLVED)|14CAC01895|12/18/2014|12/01/2014||O|RETURN UNUSED CAMPAIGN DONATIONS
RON BOOKS FOR COUNTY COMMISSIONER(DISSOLVED)|14CAC01898|06/25/2014|05/12/2014|100|A|voided check
RON BOOKS FOR COUNTY COMMISSIONER(DISSOLVED)|14CAC01898|06/25/2014|06/17/2014|-156.8|A|loan received and forgiven in period
BILL HENRY FOR LINCOLN COUNTY COMMISSIONER #3(DISS|14CAC01905|07/14/2014|06/17/2014|100|A|Filing Fee Check Voided
JEREMY JENSEN FOR GI MAYOR|14CAC01960|10/24/2014|10/20/2014|3|A|increase from bank account
BARRY DEKAY CAMPAIGN FUND|14CAC02027|12/22/2014|12/17/2014|42|A|SERVICE CHARGE
VOTE YES FOR WESTSIDE KIDS COMMITTEE (DISSOLVED)|15BQC00412|07/21/2015|07/20/2015|330|O|Donate mobile phones to 501c3 Northstar
BRENT KELLY FOR HOLT COUNTY ATTORNEY|14CAC01886|02/02/2017|09/03/2016|164.02|A|CLOSED ACCOUNT
BRENT KELLY FOR HOLT COUNTY ATTORNEY|14CAC01886|01/19/2016|07/31/2015|5|A|Bank Service Charge
BRENT KELLY FOR HOLT COUNTY ATTORNEY|14CAC01886|01/19/2016|08/31/2015|5|A|Bank Service Charge
TIM GAY FOR OPPD BOARD|14CAC01915|01/13/2015|12/12/2014|3404.02|O|transfer  fr Gay 4 Legislature cam. acct
BEN GOTSCHALL FOR NPPD|14CAC01942|03/09/2018|02/26/2018|25|O|LATE FILING FEE- STATE OF NEBRASKA
NEWMAN FOR COUNCIL|15CAC02080|04/27/2015|04/20/2015|74.76|A|paypal fees for online donations
NEWMAN FOR COUNCIL|15CAC02080|06/09/2015|05/01/2015|43.11|A|paypal fees
NEWMAN FOR COUNCIL|15CAC02080|06/09/2015|04/21/2015|74.76|A|paypal fees 
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|01/18/2015|10/24/2014|902|A|SALE OF EXCESS YARD SIGN WIRES
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|01/18/2015|09/19/2014|175|A|RENTAL REVENUE - MAILING LIST
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|01/18/2015|08/28/2014|406.25|A|SALE OF EXCESS SIGN POSTS
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|04/14/2014|03/31/2014|82628.78|O|TRANSFER FROM SAVINGS TO CHECKING
HILKEMANN FOR LEGISLATURE|13CAC01830|01/09/2015|12/31/2014|25.66|A|adj. cash
HILKEMANN FOR LEGISLATURE|13CAC01830|04/15/2014|04/08/2014|35.33|A|variance to cash balance
MATT WILLIAMS FOR LEGISLATURE, INC.|13CAC01841|06/20/2014|05/15/2014|105|A|refund on advertising from cp stategies 
LECLAIR4OPPD1|14CAC01880|04/14/2014|04/02/2014|49|O|web services inkind - rss
NEIGHBORS FOR CAVANAUGH|14CAC01882|01/10/2019|10/23/2018|88.8|A|REFUND FROM ACUITY INSURANCE
NEIGHBORS FOR CAVANAUGH|14CAC01882|01/13/2015|12/02/2014|18|A|VOIDED CHECK #1036  PAID BY CREDIT CARD
NEIGHBORS FOR CAVANAUGH|14CAC01882|01/13/2015|12/02/2014|200|A|VOIDED CHECK 1024 
NEIGHBORS FOR CAVANAUGH|14CAC01882|01/13/2015|12/02/2014|200|A|VOIDED CHECK 1297 
NEIGHBORS FOR CAVANAUGH|14CAC01882|01/13/2015|12/02/2014|49.7|A|VOIDED CHECK #1035 
DOUG KRENZER FOR WESTSIDE BOARD OF EDUCATION (DISS|14CAC01890|05/06/2014|04/28/2014|-83.49|A|paypal charges
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|06/23/2014|06/17/2014|1.98|O|Fee from ActBlue to be recorded as expen
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|06/23/2014|05/07/2014|29.4|O|Fee from ActBlue
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|05/05/2014|04/24/2014|1.98|A|Fees from ActBlue
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|06/23/2014|05/15/2014|12.84|O|Fee from ActBlue
O&#39;HARA 2014 TREASURER (DISSOLVED)|14CAC01967|10/21/2014|09/30/2014|6|O|AGGREGATE AMOUNT OF CASHIERS CHECK FEES
O&#39;HARA 2014 TREASURER (DISSOLVED)|14CAC01967|10/21/2014|06/26/2014|100|A|UNDONE CASHIERS CHECK FOR A-1 FILING FE
CITIZENS FOR FREMONT (DISSOLVED)|14BQC00378|05/06/2014|04/28/2014|-2|A|Bank Fee
CITIZENS FOR FREMONT (DISSOLVED)|14BQC00378|06/04/2014|06/01/2014|2|A|bank service fee
ANNIE FOR EDUCATION|15CAC02077|01/30/2019|12/31/2018|-125.7|A|THIS DIFFERENCE IS DUE TO BALANCING TO DECEMBER 31, 2018 BANK STATEMENT.  I BELIEVE I MADE A MATH ERROR IN 2016 THAT I DID NOT CORRECT IN MY 2017 NADC FORM B.
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/31/2019|11/28/2018|396.07|A|REIMBURSEMENT FROM NATIONAL FOUNDATION OF WOMEN LEGISLATORS CONFERENCE
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/31/2019|11/26/2018|74|A|REFUND FROM UNITED AIRLINES
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/31/2019|11/20/2018|302.4|A|REIMBURSEMENT FROM COLORADO STATE UNIVERSITY FOR LEGISLATIVE CONFERENCE
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/31/2019|02/22/2018|718.66|A|REFUND FROM SOUTHWEST AIRLINES 
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/17/2017|11/06/2016|209|O|pymt fr Lisa Fricke Board of Edu canvas
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/31/2018|12/18/2017|153|A|REFUND OF OVERPAYMENT TO MANDALAY BAY, LASVEGAS NV 
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/17/2017|12/12/2016|147.09|A|refund fr Goldenrod Printing 4 overpymt
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|01/17/2017|11/01/2016|250|O|pymt fr Lisa Fricke Board of Edu canvas 
FRIENDS OF CAROL BLOOD (FOR LEGISLATURE 03)|13CAC01839|02/02/2016|12/31/2015|20|A|UNCASHED CHECK FROM DECEMBER 2014
BRUNING FOR GOVERNOR|14CAC01867|01/13/2015|12/10/2014|7.78|A|reimbuse acct
BRUNING FOR GOVERNOR|14CAC01867|06/26/2014|06/01/2014|25002.69|A|closed savings acct moved to checking ac
BRUNING FOR GOVERNOR|14CAC01867|05/05/2014|04/14/2014|25000|A|moved to savings account
BRUNING FOR GOVERNOR|14CAC01867|01/13/2015|12/10/2014|84|A|reimburse acct
CITIZENS TO ELECT BRIAN BUESCHER, ATTORNEY GENERAL|14CAC01872|01/19/2016|08/21/2015|5282.71|O|REFUND UNUSED FUND-MENTZER MEDIA SERVICE
CITIZENS TO ELECT BRIAN BUESCHER, ATTORNEY GENERAL|14CAC01872|04/24/2014|06/06/2014|363.2|A|Refund from IMS
NEBRASKANS FOR GLENN(DISSOLVED)|14CAC01879|10/27/2014|10/09/2014|-500|A|RETURNED CONTRIBUTION MADE BY RICHARD HOLLAND IN PRIOR PERIOD
SCHULLER FOR SHERIFF|14CAC01916|06/12/2014|06/12/2014|-1275.28|A|CONTRIBUTION FUNDS RETURNED TO KEVIN SCHULLER TO CLOSE OUT CAMPAIGN ACCOUNT.
ED WEMHOFF FOR SHERIFF|14CAC01927|01/12/2015|12/31/2014|782.81|A|Returned contributions, closed account
NEBRASKANS FOR BETTER WAGES (DISSOLVED)|14BQC00382|01/14/2015|11/03/2014|5000|A|refund of prepaid postage reply mail acc
NEBRASKANS FOR BETTER WAGES (DISSOLVED)|14BQC00382|01/14/2015|12/05/2014|142.24|A|refund of prepaid postage reply mail acc
NEBRASKANS FOR BETTER WAGES (DISSOLVED)|14BQC00382|01/14/2015|11/14/2014|769.15|A|refund of prepaid postage reply mail acc
ALTERNATIVE BUILDING CONCEPTS (DISSOLVED)|14BQC00388|01/15/2015|10/21/2014|53.58|A|credit from Lamar Companies
VOTE NO FOR NOW (DISSOLVED)|14BQC00389|11/18/2014|11/10/2014|3.19|A|
VOTE YES FOR OPS KIDS COMMITTEE|14BQC00391|01/14/2015|12/18/2014|461.38|A|Refund of Unused Postage by USPS
RAYBOULD FOR CITY COUNCIL|15CAC02035|01/31/2018|08/27/2017|500|A|Refund Raybould for US Senate
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|01/30/2017|12/26/2016|853.2|A|REIMBURSEMENT TO ACCOUNT BY DOUG PETERSON FOR SPOUSAL TRAVEL EXPENSES INCURRED TO ATTEND THE 2016 CONFERENCE OF WESTERN ATTORNEY GENERALS EVENT
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|01/30/2017|11/01/2016|1267.87|A|REIMBURSEMENT TO ACCOUNT BY DOUG PETERSON FOR SPOUSAL TRAVEL EXPENSES INCURRED TO ATTEND THE 2015 CONFERENCE OF WESTERN ATTORNEY GENERALS EVENT
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|01/30/2016|03/16/2015|4107.24|A|REFUND FROM SMART MEDIA GROUP LLC OF OVERCHARGED TV MARKETING COSTS ORIGINALLY PAID IN 2014 OF 3,778  REFUND FROM PINPOINT MEDIA LLC OF OVERCHARGED TV MARKETING COSTS ORIGINALLY PAID IN 2014 OF 329.24
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|10/06/2014|08/25/2014|30.11|A|REIMBURSEMENT BY DOUG PETERSON FOR PERSONAL EXPENSES ORIGINALLY PAID FOR WITH CAMPAIGN DEBIT CARD FOR 30.11
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|10/06/2014|08/11/2014|1020|A|REIMBURSEMENT BY JOURNAL COMMUNICATIONS FOR REFUND OF OVERCHARGED TV COSTS FOR PRIMARY TV SPOT
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|10/06/2014|08/11/2014|71.75|A|REIMBURSEMENT BY DOUG PETERSON FOR PERSONAL EXPENSES ORIGINALLY PAID WITH CAMPAIGN DEBIT CARD FOR 71.75
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|06/23/2014|04/29/2014|100|B|ANONYMOUS CASH CONTRIBUTION RECEIVED BY DOUG PETERSON FOR ATTORNEY GENERAL FOR 100. THE CAMPAIGN COMMITTEE THEN IN TURN MADE A 100 CASH CONTRIBUTION TO NO GIRL IS FOR SALE, A NON PROFIT ORGANIZATION.
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|06/23/2014|06/13/2014|65.78|O|transaction fee from paypal
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|10/27/2014|10/19/2014|3.96|A|fees from actblue
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|10/27/2014|10/15/2014|6.55|A|fees from actblue
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|06/23/2014|05/08/2014|194.75|O|Reimburse Travel Expense 
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|06/23/2014|06/17/2014|185.63|A|Fees from paypal & Actblue 
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|10/27/2014|10/12/2014|24.94|A|fees from actblue
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|10/27/2014|10/05/2014|18.85|A|fees from actblue
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|10/06/2014|09/30/2014|5.94|A|ActBlue transaction fees
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|05/05/2014|04/28/2014|102.16|A|Paypal Transaction Fees
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|10/06/2014|09/30/2014|246.69|A|Paypal fees
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|05/05/2014|04/23/2014|7.32|A|ActBlue Transaction Fees
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|04/14/2014|01/09/2014|3.95|A|processing fee from actblue
NEBRASKANS FOR MCGILL - STATE AUDITOR|14CAC01856|04/14/2014|02/20/2014|72.2|A|processing fee from paypal
MCCOY FOR NEBRASKA|15CAC02069|01/20/2017|01/14/2016|31250|A|VENDOR REFUND FROM 2014 CAMPAIGN. 
MCCOY FOR NEBRASKA|15CAC02069|01/11/2016|01/01/2015|5452.67|A|ADJUSTMENT TO BALANCE CASH ON HAND.
KARL (ELMSHAEUSER) FOR NEBRASKA|15CAC02101|10/31/2016|10/14/2016|2000|O|Prepaid Postage
LYNNE WALZ FOR LEGISLATURE|15CAC02102|01/31/2018|12/31/2017|8317.83|O|check 2 NextGen Persuasion never cashed
TOM BREWER FOR NEBRASKA|16CAC02142|01/28/2019|10/09/2018|-3.23|A|PAYPAL FEES
TOM BREWER FOR NEBRASKA|16CAC02142|01/28/2019|01/15/2018|-19.39|A|PAYPAL FEES
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|01/29/2019|12/31/2018|36|A|ESTATEMENT REBATE FROM BANK.  3 DOLLARS PER MONTH X 12 MONTHS = 36 DOLLARS.
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|01/28/2018|12/05/2017|36|A|ESTATEMENT REBATE FROM BANK.  3 DOLLARS PER MONTH X 12 MONTHS = 36 DOLLARS.
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|01/14/2017|12/05/2016|3|A|ESTATEMENT REBATE FROM BANK
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|01/14/2017|11/04/2016|3|A|ESTATEMENT REBATE FROM BANK
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|10/30/2016|10/05/2016|3|A|ESTATEMENT REBATE FROM BANK
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|10/06/2016|09/02/2016|3|A|REFUND FROM BANK FOR SERVICE FEE CHARGED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|10/06/2016|08/05/2016|3|A|REFUND FROM BANK FOR SERVICE FEE CHARGED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|06/15/2016|06/03/2016|3|A|REFUND FROM BANK FOR 1 MONTH'S SERVICE FEE CHARGED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|06/15/2016|05/05/2016|3|A|REFUND FROM BANK FOR 1 MONTH'S SERVICE FEE CHARGED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|04/28/2016|04/06/2016|3|A|REFUND FROM BANK FOR 1 MONTH'S SERVICE FEE CHARGED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|04/05/2016|03/04/2016|3|A|REFUND FROM BANK FOR 1 MONTH'S SERVICE FEE CHARGED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|04/05/2016|02/12/2016|34.19|A|REFUND FROM BANK FOR CHECKS PRINTED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|04/05/2016|02/12/2016|6|A|REFUND FROM BANK FOR 2 MONTH'S SERVICE FEES CHARGED INCORRECTLY
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|04/05/2016|11/23/2015|.23|A|REFUND FROM PAYPAL FOR BANK VERIFICATION
JONI ALBRECHT FOR LEGISLATURE|16CAC02128|10/06/2016|07/05/2016|3|A|REFUND FROM BANK FOR SERVICE FEE CHARGED INCORRECTLY
STEVE ERDMAN FOR LEGISLATURE|16CAC02131|06/20/2016|06/13/2016|1169.41|A|INVOICE PAID 2 TIMES, REFUNDS RECEIVED FOR BILLING ERROR, THEN REMAINDER APPLIED TO FINAL BILL 5/27/16
RETAIN A JUST NEBRASKA|16BQC00427|01/19/2017|12/30/2016|2250|A|Return Deposit for Rent
RETAIN A JUST NEBRASKA|16BQC00427|01/19/2017|11/20/2016|5|A|Refund of Contribution
RETAIN A JUST NEBRASKA|16BQC00427|10/12/2016|08/04/2016|8.58|A|refund
RETAIN A JUST NEBRASKA|16BQC00427|10/12/2016|03/16/2016|6.45|A|refund
